,assignment_number,comments,skill,participant_id,batch,grade
8,651.0,,Code Elegance,19,1,B
9,365.0,,Code Elegance,19,1,A++
10,526.0,,Code Elegance,19,1,A
11,255.0,,Code Elegance,19,1,A+
12,98.0,,Code Elegance,19,1,B
13,659.0,,Code Elegance,19,1,B
14,387.0,,Code Elegance,19,1,B
15,574.0,,Code Elegance,19,1,A
16,450.0,,Code Elegance,19,1,A
17,221.0,,Code Elegance,19,1,B
18,156.0,,Code Elegance,19,1,A+
19,516.0,,Code Elegance,19,1,C-
0,458.0,,Documentation,19,1,D-
1,608.0,,Documentation,19,1,A++
2,553.0,,Documentation,19,1,B+
3,389.0,,Documentation,19,1,B
4,377.0,,Documentation,19,1,A++
5,46.0,,Documentation,19,1,A+
6,80.0,,Documentation,19,1,F
7,82.0,,Documentation,19,1,A
8,651.0,,Documentation,19,1,A+
9,365.0,,Documentation,19,1,A++
10,526.0,,Documentation,19,1,B+
11,255.0,,Documentation,19,1,B
12,98.0,,Documentation,19,1,B-
13,659.0,,Documentation,19,1,A++
14,387.0,,Documentation,19,1,A
15,574.0,,Documentation,19,1,A+
16,450.0,,Documentation,19,1,A++
17,221.0,,Documentation,19,1,C
18,156.0,,Documentation,19,1,A+
19,516.0,,Documentation,19,1,B-
0,316.0,Code is understandable and well organised,Readability,02,1,A-
1,554.0,Code is readable with good function and variable names being used,Readability,02,1,A
2,274.0,Code uses consistent spacings - Good function and variable names are used.,Readability,02,1,A-
3,36.0,Code very easy to understand and meaningful identifier names are used,Readability,02,1,A+
4,522.0,The code is clean and organised which makes it easy to understand,Readability,02,1,A
5,361.0,Code uses consistent spacings - Good function and variable names are used.,Readability,02,1,A-
6,111.0,The code is well organised and meaningful identifier names are used for functions and variables,Readability,02,1,A-
7,399.0,The submission is the same as the original folder,Readability,02,1,F
8,650.0,Variable and function names are descriptive and accurately reflect their purpose. White space is used between code blocks.,Readability,02,1,A+
9,59.0,"Variable and function names are descriptive and accurately reflect their purpose. However, absence of indentation in conditional statements reduces readability",Readability,02,1,B+
10,119.0,Application contains inconsistent indentation.,Readability,02,1,B-
11,427.0,The application is well organised and easy to understand. Consistent white spacing is used,Readability,02,1,A+
12,588.0,Some variable names are difficult to understand,Readability,02,1,B+
13,629.0,Code uses consistent spacings - Good function and variable names are used.,Readability,02,1,A
14,601.0,Code is readable with good function and variable names being used,Readability,02,1,B+
15,234.0,Code uses consistent spacings - Good function and variable names are used.,Readability,02,1,A+
16,29.0,The submission is the same as the original folder,Readability,02,1,F
17,565.0,Code is readable with good function and variable names being used,Readability,02,1,B+
18,612.0,Some variable and function names are difficult to understand,Readability,02,1,B
19,144.0,Code is readable with good function and variable names being used,Readability,02,1,A-
0,316.0,All base tasks completed and most challenge tasks completed - More entities could be influenced by weather,Correctness,02,1,A
1,554.0,"All base tasks were completed, but not all challenge tasks were attempted",Correctness,02,1,B+
2,274.0,All base tasks were completed - but did not differentiate males from females. The challenge tasks attempted included adding plants and environments which influenced the behaviour of entities,Correctness,02,1,A-
3,36.0,All base and challenging tasks are completed ,Correctness,02,1,A+
4,522.0,All base tasks are completed and challenge tasks are implemented. Optimisation is needed as application lags at some stages.,Correctness,02,1,A-
5,361.0,Base and challenge tasks are completed,Correctness,02,1,A+
6,111.0,Application failed to run in BlueJ due to AssertionError ,Correctness,02,1,F
7,399.0,No tasks are completed. Submission is the same as the original folder,Correctness,02,1,F
8,650.0,All core and challenge tasks are completed to a high standard,Correctness,02,1,A+
9,59.0,All core and challenge tasks are completed,Correctness,02,1,A+
10,119.0,All base tasks completed and one challenge task is attempted,Correctness,02,1,A-
11,427.0,All core and challenge tasks are completed,Correctness,02,1,A+
12,588.0,All base tasks and challenge tasks are implemented. Optimisation needed: the programme lags significantly as the number of steps increases.,Correctness,02,1,A-
13,629.0,All core and challenge tasks are completed,Correctness,02,1,A+
14,601.0,Core tasks are completed and some challenge tasks are implemented,Correctness,02,1,A-
15,234.0,All base and challenge tasks are completed to a good standard,Correctness,02,1,A+
16,29.0,No tasks are completed. Submission is the same as the original folder,Correctness,02,1,F
17,565.0,Not all base tasks completed. No animals find a mate of opposite gender to produce new animals,Correctness,02,1,C+
18,612.0,Optimisation needed: the programme lags as the number of steps increases. Core tasks and challenge tasks are attempted,Correctness,02,1,A-
19,144.0,All base tasks completed and most challenge tasks completed - Entities not influenced by weather,Correctness,02,1,A
0,316.0,May be useful to have superclass for preys and predators to better differentiate between them,Code Elegance,02,1,A
1,554.0,Code is maintainable with good use of abstract classes,Code Elegance,02,1,A-
2,274.0,Code is written is a way that is readable and extensible.,Code Elegance,02,1,A-
3,36.0,"To better differentiate between preys and predators, it may be helpful to have a super class for preys and another super class for predators.",Code Elegance,02,1,A-
4,522.0,Separate class for Weather could be used and superclass for predators and prey may be helpful to better differentiate between entities.,Code Elegance,02,1,B+
5,361.0,"Abstract classes make code reusable and maintainable. To improve the extensibility of your code, it would be better to implement Time in a separate class.",Code Elegance,02,1,A-
6,111.0,Good use of abstract classes for predators and preys. Weather could be implemented in separate class,Code Elegance,02,1,B+
7,399.0,The submission is the same as the original ,Code Elegance,02,1,F
8,650.0,"To improve extensibility of code, it would be useful to add superclass for predators and preys",Code Elegance,02,1,A
9,59.0,Use of classes and functions improves code extensibility ,Code Elegance,02,1,A+
10,119.0,"Code could make use of abstract classes to improve extensibility and breakdown longer functions into smaller, modular functions",Code Elegance,02,1,B-
11,427.0,Classes and functions are reusable and maintainable,Code Elegance,02,1,A+
12,588.0,Abstract classes could be used to improve extensibility,Code Elegance,02,1,B+
13,629.0,Code is maintainable and extendable with good use of abstract classes,Code Elegance,02,1,A+
14,601.0,"Code could make use of abstract classes to improve extensibility and breakdown longer functions into smaller, modular functions",Code Elegance,02,1,B-
15,234.0,Code is written in a way that is readable and extensible with the use of abstract classes,Code Elegance,02,1,A+
16,29.0,The submission is the same as the original ,Code Elegance,02,1,F
17,565.0,Code could make use of abstract classes to improve extensibility,Code Elegance,02,1,B
18,612.0,"Code could make use of abstract classes to improve extensibility and breakdown longer functions into smaller, modular functions",Code Elegance,02,1,B+
19,144.0,May be useful to have superclass for preys and predators to better differentiate between them,Code Elegance,02,1,B+
0,316.0,Functions and Classes are well documented - Mistake in header information of Insect,Documentation,02,1,A-
1,554.0,Generally well documented - comments are used fittingly and do not over-explain code,Documentation,02,1,A+
2,274.0,Comments are clear and concise and explain sections without being overly verbose.,Documentation,02,1,A
3,36.0,Comments are clear and useful - Every file includes header information.,Documentation,02,1,A
4,522.0,Generally good documentation. Some comments are verbose,Documentation,02,1,B+
5,361.0,Generally well documented - comments are used fittingly and do not over-explain code,Documentation,02,1,A
6,111.0,Overall good documentation. Comments are not overly verbose,Documentation,02,1,B+
7,399.0,The submission is the same as the original folder,Documentation,02,1,F
8,650.0,Generally good documenation. Comments are useful and concise,Documentation,02,1,A+
9,59.0,Overall good documentation in classes ,Documentation,02,1,A-
10,119.0,Generally good documentation. Some comments are verbose,Documentation,02,1,B+
